energy_ev,total_up,Cd_p_up,Cd_d_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up
-6.00000000,2.25582908,1.00658085,0.26294588,0.18483307,0.00000000,1.20143971,0.00000000
-5.99399700,2.28638910,1.01942961,0.26879357,0.18740384,0.00000000,1.21080696,0.00000000
-5.98799400,2.32132380,1.03372428,0.27486522,0.18968386,0.00000000,1.22352273,0.00000000
-5.98199100,2.36006606,1.04903873,0.28106503,0.19159682,0.00000000,1.23953858,0.00000000
-5.97598799,2.40203870,1.06497191,0.28730096,0.19307567,0.00000000,1.25876528,0.00000000
-5.96998499,2.44668155,1.08116185,0.29348807,0.19406510,0.00000000,1.28108539,0.00000000
-5.96398199,2.49347353,1.09729622,0.29955118,0.19452340,0.00000000,1.30636447,0.00000000
-5.95797899,2.54194828,1.11311900,0.30542657,0.19442374,0.00000000,1.33445993,0.00000000
-5.95197599,2.59170240,1.12843288,0.31106294,0.19375477,0.00000000,1.36522676,0.00000000
-5.94597299,2.64239570,1.14309757,0.31642121,0.19252047,0.00000000,1.39851973,0.00000000
-5.93996998,2.69374368,1.15702395,0.32147349,0.19073939,0.00000000,1.43419173,0.00000000
-5.93396698,2.74550293,1.17016487,0.32620118,0.18844314,0.00000000,1.47208853,0.00000000
-5.92796398,2.79745045,1.18250302,0.33059234,0.18567441,0.00000000,1.51204028,0.00000000
-5.92196098,2.84935893,1.19403695,0.33463859,0.18248456,0.00000000,1.55385052,0.00000000
-5.91595798,2.90096968,1.20476614,0.33833176,0.17893084,0.00000000,1.59728371,0.00000000
-5.90995498,2.95196576,1.21467632,0.34166057,0.17507359,0.00000000,1.64205232,0.00000000
-5.90395198,3.00194742,1.22372601,0.34460758,0.17097336,0.00000000,1.68780482,0.00000000
-5.89794897,3.05041220,1.23183531,0.34714667,0.16668826,0.00000000,1.73411575,0.00000000
-5.89194597,3.09674156,1.23887778,0.34924126,0.16227164,0.00000000,1.78047890,0.00000000
-5.88594297,3.14019566,1.24467615,0.35084350,0.15777014,0.00000000,1.82630483,0.00000000
-5.87993997,3.17991716,1.24900209,0.35189439,0.15322230,0.00000000,1.87092311,0.00000000
-5.87393697,3.21494456,1.25158029,0.35232503,0.14865771,0.00000000,1.91358991,0.00000000
