energy_ev,total_up,Ga_p_up,Ga_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,2.95047186,0.07752104,0.00000000,2.68028708,1.25353155,1.45679301,0.00000000
-5.99399700,2.91254282,0.07985791,0.00000000,2.64970536,1.24006505,1.43438826,0.00000000
-5.98799400,2.86306145,0.08257729,0.00000000,2.60507679,1.22280954,1.40517072,0.00000000
-5.98199100,2.80290953,0.08567652,0.00000000,2.54711792,1.20215082,1.36958493,0.00000000
-5.97598799,2.73318234,0.08915519,0.00000000,2.47680212,1.17854598,1.32819196,0.00000000
-5.96998499,2.65515235,0.09301417,0.00000000,2.39532762,1.15250790,1.28165168,0.00000000
-5.96398199,2.57022755,0.09725456,0.00000000,2.30407858,1.12458801,1.23070224,0.00000000
-5.95797899,2.47990619,0.10187641,0.00000000,2.20458106,1.09535807,1.17613769,0.00000000
-5.95197599,2.38573005,0.10687736,0.00000000,2.09845586,1.06539191,1.11878476,0.00000000
-5.94597299,2.28923809,0.11225136,0.00000000,1.98737022,1.03524769,1.05947975,0.00000000
-5.93996998,2.19192264,0.11798739,0.00000000,1.87299061,1.00545164,0.99904649,0.00000000
-5.93396698,2.09518959,0.12406842,0.00000000,1.75693836,0.97648370,0.93827619,0.00000000
-5.92796398,2.00032425,0.13047050,0.00000000,1.64074990,0.94876586,0.87790991,0.00000000
-5.92196098,1.90846387,0.13716223,0.00000000,1.52584306,0.92265323,0.81862420,0.00000000
-5.91595798,1.82057761,0.14410446,0.00000000,1.41349021,0.89842836,0.76102014,0.00000000
-5.90995498,1.73745431,0.15125038,0.00000000,1.30479909,0.87629872,0.70561615,0.00000000
-5.90395198,1.65969796,0.15854597,0.00000000,1.20070120,0.85639723,0.65284426,0.00000000
-5.89794897,1.58773046,0.16593081,0.00000000,1.10194786,0.83878575,0.60304978,0.00000000
-5.89194597,1.52180102,0.17333920,0.00000000,1.00911304,0.82346102,0.55649403,0.00000000
-5.88594297,1.46200115,0.18070167,0.00000000,0.92260233,0.81036271,0.51335947,0.00000000
-5.87993997,1.40828408,0.18794668,0.00000000,0.84266685,0.79938311,0.47375684,0.00000000
-5.87393697,1.36048739,0.19500259,0.00000000,0.76942097,0.79037785,0.43773376,0.00000000
-5.86793397,1.31835761,0.20179972,0.00000000,0.70286241,0.78317717,0.40528393,0.00000000
-5.86193097,1.28157536,0.20827251,0.00000000,0.64289373,0.77759724,0.37635677,0.00000000
-5.85592796,1.24978010,0.21436164,0.00000000,0.58934375,0.77345097,0.35086672,0.00000000
-5.84992496,1.22259324,0.22001600,0.00000000,0.54198808,0.77055803,0.32870193,0.00000000
-5.84392196,1.19963887,0.22519450,0.00000000,0.50056781,0.76875352,0.30973206,0.00000000
-5.83791896,1.18056140,0.22986750,0.00000000,0.46480570,0.76789525,0.29381492,0.00000000
-5.83191596,1.16503958,0.23401790,0.00000000,0.43441949,0.76786916,0.28080186,0.00000000
-5.82591296,1.15279667,0.23764177,0.00000000,0.40913194,0.76859297,0.27054194,0.00000000
-5.81990995,1.14360657,0.24074847,0.00000000,0.38867779,0.77001776,0.26288485,0.00000000
-5.81390695,1.13729606,0.24336018,0.00000000,0.37280739,0.77212780,0.25768270,0.00000000
-5.80790395,1.13374324,0.24551097,0.00000000,0.36128769,0.77493832,0.25479090,0.00000000
-5.80190095,1.13287262,0.24724528,0.00000000,0.35390059,0.77849174,0.25406815,0.00000000
-5.79589795,1.13464728,0.24861593,0.00000000,0.35043928,0.78285230,0.25537584,0.00000000
-5.78989495,1.13905863,0.24968183,0.00000000,0.35070309,0.78809941,0.25857698,0.00000000
-5.78389195,1.14611446,0.25050523,0.00000000,0.35449132,0.79432016,0.26353488,0.00000000
-5.77788894,1.15582582,0.25114900,0.00000000,0.36159655,0.80160113,0.27011163,0.00000000
-5.77188594,1.16819371,0.25167368,0.00000000,0.37179809,0.81002008,0.27816668,0.00000000
-5.76588294,1.18319597,0.25213485,0.00000000,0.38485589,0.81963776,0.28755553,0.00000000
-5.75987994,1.20077542,0.25258057,0.00000000,0.40050538,0.83049042,0.29812871,0.00000000
-5.75387694,1.22082964,0.25304936,0.00000000,0.41845369,0.84258332,0.30973110,0.00000000
-5.74787394,1.24320324,0.25356866,0.00000000,0.43837743,0.85588569,0.32220183,0.00000000
-5.74187094,1.26768299,0.25415385,0.00000000,0.45992224,0.87032743,0.33537457,0.00000000
-5.73586793,1.29399633,0.25480808,0.00000000,0.48270433,0.88579791,0.34907856,0.00000000
-5.72986493,1.32181345,0.25552274,0.00000000,0.50631396,0.90214703,0.36314020,0.00000000
-5.72386193,1.35075312,0.25627869,0.00000000,0.53032078,0.91918862,0.37738535,0.00000000
-5.71785893,1.38039217,0.25704814,0.00000000,0.55428098,0.93670620,0.39164219,0.00000000
-5.71185593,1.41027835,0.25779724,0.00000000,0.57774599,0.95446100,0.40574474,0.00000000
-5.70585293,1.43994612,0.25848902,0.00000000,0.60027240,0.97220186,0.41953677,0.00000000
-5.69984992,1.46893487,0.25908686,0.00000000,0.62143276,0.98967674,0.43287608,0.00000000
-5.69384692,1.49680846,0.25955797,0.00000000,0.64082683,1.00664528,0.44563890,0.00000000
-5.68784392,1.52317550,0.25987707,0.00000000,0.65809291,1.02289179,0.45772425,0.00000000
-5.68184092,1.54770909,0.26002976,0.00000000,0.67291862,1.03823797,0.46905792,0.00000000
-5.67583792,1.57016501,0.26001556,0.00000000,0.68505084,1.05255476,0.47959588,0.00000000
-5.66983492,1.59039723,0.25985050,0.00000000,0.69430419,1.06577242,0.48932683,0.00000000
-5.66383192,1.60836985,0.25956887,0.00000000,0.70056781,1.07788827,0.49827360,0.00000000
