energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,4.56024798,0.04533849,0.20595813,0.87709061,0.47779671,0.11789493,2.79077879,1.03204499,0.35147767
-5.99399700,4.57727277,0.04603595,0.20448870,0.86320614,0.48573059,0.11749240,2.81001473,1.02863364,0.35644448
-5.98799400,4.58876767,0.04677573,0.20259673,0.85015150,0.49309064,0.11666212,2.82610653,1.02386040,0.36133126
-5.98199100,4.59361725,0.04755109,0.20028603,0.83754660,0.49971164,0.11544156,2.83823360,1.01739919,0.36598695
-5.97598799,4.59086282,0.04835563,0.19757628,0.82504763,0.50544343,0.11387240,2.84565145,1.00897933,0.37026302
-5.96998499,4.57970639,0.04918353,0.19450149,0.81235132,0.51015243,0.11199902,2.84769878,0.99838749,0.37401587
-5.96398199,4.55951445,0.05002988,0.19110810,0.79919837,0.51372334,0.10986703,2.84380510,0.98546822,0.37710954
-5.95797899,4.52982283,0.05089102,0.18745290,0.78537614,0.51606112,0.10752203,2.83349956,0.97012324,0.37941889
-5.95197599,4.49034319,0.05176485,0.18360099,0.77072092,0.51709306,0.10500848,2.81642112,0.95230989,0.38083308
-5.94597299,4.44097143,0.05265114,0.17962364,0.75512005,0.51677112,0.10236893,2.79232980,0.93203896,0.38125934
-5.93996998,4.38179737,0.05355178,0.17559638,0.73851385,0.51507414,0.09964339,2.76111881,0.90937202,0.38062681
-5.93396698,4.31311505,0.05447098,0.17159709,0.72089747,0.51200992,0.09686902,2.72282642,0.88441850,0.37889021
-5.92796398,4.23543222,0.05541535,0.16770437,0.70232252,0.50761698,0.09407998,2.67764696,0.85733247,0.37603332
-5.92196098,4.14947769,0.05639387,0.16399596,0.68289839,0.50196555,0.09130746,2.62593964,0.82830910,0.37207173
-5.91595798,4.05620478,0.05741767,0.16054733,0.66279296,0.49515798,0.08857985,2.56823421,0.79758088,0.36705496
-5.90995498,3.95678967,0.05849976,0.15743041,0.64223258,0.48732804,0.08592296,2.50523243,0.76541341,0.36106759
-5.90395198,3.85262329,0.05965450,0.15471241,0.62150108,0.47863927,0.08336023,2.43780465,0.73210077,0.35422928
-5.89794897,3.74529597,0.06089698,0.15245463,0.60093759,0.46928219,0.08091292,2.36698085,0.69796041,0.34669365
-5.89194597,3.63657463,0.06224227,0.15071144,0.58093300,0.45947054,0.07860027,2.29393611,0.66332767,0.33864597
-5.88594297,3.52837251,0.06370459,0.14952923,0.56192509,0.44943642,0.07643947,2.21997059,0.62854973,0.33029972
-5.87993997,3.42271226,0.06529635,0.14894547,0.54439204,0.43942486,0.07444560,2.14648447,0.59397944,0.32189201
-5.87393697,3.32168334,0.06702729,0.14898781,0.52884465,0.42968760,0.07263143,2.07494880,0.55996892,0.31367827
-5.86793397,3.22739541,0.06890358,0.14967336,0.51581710,0.42047679,0.07100717,2.00687303,0.52686317,0.30592603
-5.86193097,3.14192918,0.07092701,0.15100799,0.50585651,0.41203849,0.06958010,1.94377060,0.49499405,0.29890837
-5.85592796,3.06728668,0.07309431,0.15298595,0.49951139,0.40460648,0.06835428,1.88712377,0.46467464,0.29289698
-5.84992496,3.00534262,0.07539670,0.15558959,0.49731931,0.39839656,0.06733011,1.83834874,0.43619428,0.28815522
-5.84392196,2.95779860,0.07781952,0.15878934,0.49979385,0.39360148,0.06650415,1.79876245,0.40981448,0.28493134
-5.83791896,2.92614140,0.08034224,0.16254397,0.50741123,0.39038671,0.06586881,1.76955181,0.38576574,0.28345199
-5.83191596,2.91160662,0.08293852,0.16680104,0.52059679,0.38888722,0.06541236,1.75174616,0.36424537,0.28391631
-5.82591296,2.91514840,0.08557666,0.17149765,0.53971172,0.38920506,0.06511891,1.74619370,0.34541630,0.28649059
-5.81990995,2.93741569,0.08822020,0.17656135,0.56504025,0.39140806,0.06496864,1.75354207,0.32940679,0.29130370
-5.81390695,2.97873534,0.09082869,0.18191134,0.59677770,0.39552925,0.06493813,1.77422334,0.31631093,0.29844330
-5.80790395,3.03910210,0.09335867,0.18745975,0.63501979,0.40156714,0.06500083,1.80844364,0.30618977,0.30795299
-5.80190095,3.11817519,0.09576480,0.19311309,0.67975357,0.40948667,0.06512773,1.85617712,0.29907282,0.31983031
-5.79589795,3.21528156,0.09800099,0.19877382,0.73085035,0.41922065,0.06528796,1.91716457,0.29495987,0.33402577
-5.78989495,3.32942543,0.10002169,0.20434190,0.78806111,0.43067169,0.06544971,1.99091622,0.29382281,0.35044288
-5.78389195,3.45930396,0.10178310,0.20971653,0.85101481,0.44371443,0.06558092,2.07671909,0.29560728,0.36893913
-5.77788894,3.60332912,0.10324442,0.21479773,0.91921983,0.45819810,0.06565025,2.17364854,0.30023426,0.38932815
-5.77188594,3.75965531,0.10436896,0.21948806,0.99206898,0.47394933,0.06562779,2.28058424,0.30760122,0.41138287
-5.76588294,3.92621305,0.10512521,0.22369430,1.06884820,0.49077514,0.06548594,2.39623039,0.31758315,0.43483975
-5.75987994,4.10074811,0.10548778,0.22732900,1.14874900,0.50846631,0.06520007,2.51914023,0.33003327,0.45940413
-5.75387694,4.28086616,0.10543809,0.23031220,1.23088448,0.52680090,0.06474914,2.64774457,0.34478369,0.48475648
-5.74787394,4.46408201,0.10496505,0.23257288,1.31430878,0.54554815,0.06411623,2.78038405,0.36164603,0.51055955
-5.74187094,4.64787289,0.10406541,0.23405049,1.39803928,0.56447264,0.06328896,2.91534459,0.38041229,0.53646628
-5.73586793,4.82973442,0.10274396,0.23469631,1.48108098,0.58333872,0.06225969,3.05089522,0.40085600,0.56212815
-5.72986493,5.00723787,0.10101353,0.23447468,1.56245219,0.60191512,0.06102573,3.18532729,0.42273377,0.58720386
-5.72386193,5.17808673,0.09889475,0.23336402,1.64121044,0.61997972,0.05958927,3.31699381,0.44578755,0.61136790
-5.71785893,5.34017064,0.09641563,0.23135766,1.71647761,0.63732420,0.05795727,3.44434752,0.46974735,0.63431878
-5.71185593,5.49161432,0.09361089,0.22846431,1.78746305,0.65375851,0.05614122,3.56597604,0.49433472,0.65578648
-5.70585293,5.63081931,0.09052113,0.22470826,1.85348353,0.66911493,0.05415668,3.68063264,0.51926672,0.67553890
-5.69984992,5.75649625,0.08719178,0.22012914,1.91397922,0.68325141,0.05202288,3.78726100,0.54426040,0.69338681
-5.69384692,5.86768603,0.08367200,0.21478129,1.96852458,0.69605419,0.04976206,3.88501271,0.56903767,0.70918722
-5.68784392,5.96376828,0.08001334,0.20873270,2.01683379,0.70743932,0.04739888,3.97325649,0.59333024,0.72284486
-5.68184092,6.04445671,0.07626837,0.20206357,2.05876025,0.71735309,0.04495966,4.05157851,0.61688464,0.73431166
-5.67583792,6.10978095,0.07248936,0.19486442,2.09429039,0.72577127,0.04247168,4.11977380,0.63946697,0.74358427
-5.66983492,6.16005610,0.06872680,0.18723391,2.12353195,0.73269715,0.03996244,4.17782907,0.66086736,0.75069977
-5.66383192,6.19584125,0.06502816,0.17927644,2.14669766,0.73815850,0.03745892,4.22589803,0.68090390,0.75572961
-5.65782891,6.21788959,0.06143664,0.17109951,2.16408520,0.74220372,0.03498694,4.26427076,0.69942613,0.75877242
-5.65182591,6.22709304,0.05799015,0.16281112,2.17605486,0.74489722,0.03257056,4.29333905,0.71631785,0.75994570
-5.64582291,6.22442480,0.05472042,0.15451716,2.18300622,0.74631464,0.03023154,4.31356004,0.73149952,0.75937727
-5.63981991,6.21088370,0.05165243,0.14631902,2.18535550,0.74653801,0.02798895,4.32542066,0.74493018,0.75719669
-5.63381691,6.18744394,0.04880400,0.13831150,2.18351497,0.74565143,0.02585888,4.32940551,0.75660912,0.75352735
-5.62781391,6.15501371,0.04618576,0.13058110,2.17787593,0.74373744,0.02385424,4.32597027,0.76657731,0.74847959
-5.62181091,6.11440566,0.04380122,0.12320472,2.16879625,0.74087462,0.02198474,4.31552296,0.77491889,0.74214535
-5.61580790,6.06632128,0.04164732,0.11624895,2.15659333,0.73713644,0.02025696,4.29841430,0.78176265,0.73459471
-5.60980490,6.01135049,0.03971501,0.10976981,2.14154298,0.73259169,0.01867446,4.27493820,0.78728370,0.72587435
-5.60380190,5.94998655,0.03799017,0.10381310,2.12388419,0.72730639,0.01723814,4.24534246,0.79170520,0.71600822
-5.59779890,5.88265545,0.03645461,0.09841510,2.10382923,0.72134721,0.01594650,4.20984911,0.79530019,0.70500029
-5.59179590,5.80975758,0.03508723,0.09360382,2.08157853,0.71478613,0.01479609,4.16868295,0.79839320,0.69283906
-5.58579290,5.73171892,0.03386524,0.08940040,2.05733882,0.70770598,0.01378190,4.12210640,0.80136150,0.67950373
-5.57978989,5.64904782,0.03276535,0.08582087,2.03134330,0.70020655,0.01289781,4.07045809,0.80463557,0.66497138
-5.57378689,5.56239325,0.03176493,0.08287786,2.00387202,0.69241070,0.01213701,4.01419215,0.80869852,0.64922491
-5.56778389,5.47259981,0.03084312,0.08058232,1.97527080,0.68446993,0.01149240,3.95391520,0.81408395,0.63226098
-5.56178089,5.38075512,0.02998174,0.07894500,1.94596698,0.67656899,0.01095693,3.89041800,0.82137191,0.61409760
-5.55577789,5.28822547,0.02916606,0.07797773,1.91648048,0.66892890,0.01052388,3.82469875,0.83118267,0.59478071
-5.54977489,5.19667612,0.02838538,0.07769416,1.88742892,0.66180803,0.01018709,3.75797588,0.84416795,0.57438946
-5.54377189,5.10807372,0.02763335,0.07811021,1.85952586,0.65550096,0.00994109,3.69168833,0.86099945,0.55303975
-5.53776888,5.02466917,0.02690817,0.07924381,1.83357180,0.65033484,0.00978119,3.62748243,0.88235485,0.53088578
-5.53176588,4.94896065,0.02621245,0.08111432,1.81043780,0.64666319,0.00970348,3.56718495,0.90890112,0.50811955
-5.52576288,4.88363743,0.02555295,0.08374125,1.79104228,0.64485736,0.00970477,3.51276309,0.94127579,0.48496831
-5.51975988,4.83150652,0.02494013,0.08714271,1.77632189,0.64529581,0.00978250,3.46627260,0.98006640,0.46169005
-5.51375688,4.79540510,0.02438754,0.09133332,1.76719770,0.64835160,0.00993461,3.42979628,1.02578893,0.43856725
-5.50775388,4.77810264,0.02391107,0.09632204,1.76453849,0.65437863,0.01015936,3.40537548,1.07886602,0.41589936
-5.50175088,4.78219717,0.02352812,0.10210968,1.76912279,0.66369727,0.01045517,3.39493771,1.13960569,0.39399412
-5.49574787,4.81001076,0.02325680,0.10868661,1.78160183,0.67657997,0.01082048,3.40022380,1.20818172,0.37315849
-5.48974487,4.86348903,0.02311500,0.11603050,1.80246533,0.69323767,0.01125354,3.42271816,1.28461655,0.35368933
-5.48374187,4.94410985,0.02311955,0.12410449,1.83201195,0.71380753,0.01175235,3.46358527,1.36876768,0.33586440
-5.47773887,5.05280555,0.02328550,0.13285567,1.87032621,0.73834283,0.01231453,3.52361572,1.46031841,0.31993406
-5.47173587,5.18990255,0.02362533,0.14221432,1.91726311,0.76680534,0.01293726,3.60318418,1.55877369,0.30611400
-5.46573287,5.35508147,0.02414842,0.15209366,1.97244153,0.79906088,0.01361724,3.70222147,1.66346155,0.29457917
-5.45972986,5.54735973,0.02486060,0.16239043,2.03524696,0.83487815,0.01435073,3.82020202,1.77354050,0.28545927
-5.45372686,5.76509767,0.02576377,0.17298617,2.10484359,0.87393110,0.01513354,3.95614737,1.88801300,0.27883573
-5.44772386,6.00602804,0.02685576,0.18374930,2.18019548,0.91580482,0.01596111,4.10864551,2.00574472,0.27474039
-5.44172086,6.26730779,0.02813027,0.19453784,2.26009588,0.96000475,0.01682854,4.27588537,2.12548917,0.27315562
-5.43571786,6.54558989,0.02957699,0.20520274,2.34320349,1.00596884,0.01773071,4.45570477,2.24591710,0.27401600
-5.42971486,6.83711219,0.03118181,0.21559172,2.42808415,1.05308235,0.01866226,4.64564991,2.36564948,0.27721131
-5.42371186,7.13779961,0.03292712,0.22555341,2.51325599,1.10069446,0.01961771,4.84304373,2.48329312,0.28259054
-5.41770885,7.44337537,0.03479231,0.23494159,2.59723611,1.14813624,0.02059144,5.04506031,2.59747754,0.28996693
-5.41170585,7.74947668,0.03675419,0.24361947,2.67858672,1.19473909,0.02157773,5.24880228,2.70689168,0.29912363
-5.40570285,8.05177043,0.03878761,0.25146374,2.75595868,1.23985304,0.02257071,5.45137816,2.81031906,0.30981977
-5.39969985,8.34606428,0.04086602,0.25836811,2.82813061,1.28286397,0.02356433,5.64997653,2.90667010,0.32179686
-5.39369685,8.62840919,0.04296208,0.26424646,2.89404190,1.32320936,0.02455233,5.84193464,2.99501021,0.33478514
-5.38769385,8.89518989,0.04504825,0.26903518,2.95281848,1.36039175,0.02552812,6.02479884,3.07458274,0.34850989
-5.38169085,9.14320046,0.04709735,0.27269478,3.00379021,1.39398951,0.02648474,6.19637523,3.14482590,0.36269735
-5.37568784,9.36970322,0.04908314,0.27521066,3.04649973,1.42366476,0.02741482,6.35476914,3.20538306,0.37708037
-5.36968484,9.57246969,0.05098077,0.27659299,3.08070258,1.44916794,0.02831049,6.49841293,3.25610633,0.39140345
-5.36368184,9.74980359,0.05276722,0.27687581,3.10635907,1.47033937,0.02916339,6.62608186,3.29705329,0.40542738
-5.35767884,9.90054650,0.05442165,0.27611531,3.12361885,1.48710771,0.02996471,6.73689865,3.32847746,0.41893319
-5.35167584,10.02406765,0.05592575,0.27438751,3.13279917,1.49948567,0.03070523,6.83032761,3.35081294,0.43172558
-5.34567284,10.12023974,0.05726393,0.27178533,3.13435850,1.50756338,0.03137547,6.90615977,3.36465420,0.44363574
