energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.37283880,0.00373216,0.03421985,1.04038596,0.00000000,0.98659713,0.00000000,0.72656902,0.16179623
-5.99399700,1.43407661,0.00342642,0.03489176,1.08025613,0.00000000,1.03172232,0.00000000,0.74691594,0.17139835
-5.98799400,1.49774022,0.00317899,0.03583571,1.12095600,0.00000000,1.07848247,0.00000000,0.76857215,0.18120420
-5.98199100,1.56251198,0.00298258,0.03700307,1.16156480,0.00000000,1.12593848,0.00000000,0.79082846,0.19106424
-5.97598799,1.62707469,0.00282996,0.03834531,1.20117889,0.00000000,1.17314950,0.00000000,0.81299318,0.20082500
-5.96998499,1.69013455,0.00271414,0.03981474,1.23892696,0.00000000,1.21918936,0.00000000,0.83440416,0.21033161
-5.96398199,1.75044306,0.00262846,0.04136515,1.27398417,0.00000000,1.26316249,0.00000000,0.85443944,0.21943047
-5.95797899,1.80681783,0.00256668,0.04295230,1.30558523,0.00000000,1.30421910,0.00000000,0.87252670,0.22797203
-5.95197599,1.85816187,0.00252300,0.04453444,1.33303631,0.00000000,1.34156945,0.00000000,0.88815135,0.23581357
-5.94597299,1.90348132,0.00249216,0.04607262,1.35572592,0.00000000,1.37449712,0.00000000,0.90086342,0.24282204
-5.93996998,1.94190125,0.00246944,0.04753108,1.37313441,0.00000000,1.40237087,0.00000000,0.91028329,0.24887668
-5.93396698,1.97267931,0.00245070,0.04887745,1.38484224,0.00000000,1.42465510,0.00000000,0.91610619,0.25387167
-5.92796398,1.99521689,0.00243235,0.05008293,1.39053666,0.00000000,1.44091851,0.00000000,0.91810553,0.25771836
-5.92196098,2.00906765,0.00241139,0.05112249,1.39001679,0.00000000,1.45084079,0.00000000,0.91613492,0.26034729
-5.91595798,2.01394307,0.00238540,0.05197491,1.38319675,0.00000000,1.45421726,0.00000000,0.91012897,0.26170977
-5.90995498,2.00971498,0.00235249,0.05262284,1.37010681,0.00000000,1.45096104,0.00000000,0.90010269,0.26177900
-5.90395198,1.99641478,0.00231130,0.05305278,1.35089218,0.00000000,1.44110293,0.00000000,0.88614947,0.26055070
-5.89794897,1.97422953,0.00226095,0.05325509,1.32580961,0.00000000,1.42478878,0.00000000,0.86843763,0.25804310
-5.89194597,1.94349473,0.00220105,0.05322386,1.29522141,0.00000000,1.40227436,0.00000000,0.84720549,0.25429648
-5.88594297,1.90468412,0.00213160,0.05295683,1.25958713,0.00000000,1.37391794,0.00000000,0.82275503,0.24937205
-5.87993997,1.85839671,0.00205297,0.05245524,1.21945291,0.00000000,1.34017066,0.00000000,0.79544420,0.24335033
-5.87393697,1.80534121,0.00196587,0.05172369,1.17543867,0.00000000,1.30156493,0.00000000,0.76567803,0.23632903
-5.86793397,1.74631847,0.00187125,0.05076989,1.12822351,0.00000000,1.25870117,0.00000000,0.73389866,0.22842054
-5.86193097,1.68220222,0.00177028,0.04960447,1.07852950,0.00000000,1.21223332,0.00000000,0.70057464,0.21974901
-5.85592796,1.61391870,0.00166426,0.04824073,1.02710452,0.00000000,1.16285331,0.00000000,0.66618965,0.21044729
-5.84992496,1.54242561,0.00155462,0.04669436,0.97470447,0.00000000,1.11127507,0.00000000,0.63123097,0.20065359
-5.84392196,1.46869101,0.00144280,0.04498315,0.92207542,0.00000000,1.05821848,0.00000000,0.59617809,0.19050827
-5.83791896,1.39367259,0.00133025,0.04312666,0.86993618,0.00000000,1.00439354,0.00000000,0.56149164,0.18015049
-5.83191596,1.31829786,0.00121836,0.04114587,0.81896189,0.00000000,0.95048525,0.00000000,0.52760307,0.16971523
-5.82591296,1.24344567,0.00110842,0.03906281,0.76976898,0.00000000,0.89713961,0.00000000,0.49490530,0.15933035
-5.81990995,1.16992954,0.00100162,0.03690023,0.72290209,0.00000000,0.84495091,0.00000000,0.46374462,0.14911415
-5.81390695,1.09848308,0.00089898,0.03468113,0.67882313,0.00000000,0.79445076,0.00000000,0.43441404,0.13917313
-5.80790395,1.02974781,0.00080136,0.03242843,0.63790292,0.00000000,0.74609898,0.00000000,0.40714820,0.12960030
-5.80190095,0.96426375,0.00070947,0.03016457,0.60041547,0.00000000,0.70027662,0.00000000,0.38212010,0.12047390
-5.79589795,0.90246273,0.00062381,0.02791110,0.56653521,0.00000000,0.65728121,0.00000000,0.35943954,0.11185653
-5.78989495,0.84466478,0.00054474,0.02568835,0.53633696,0.00000000,0.61732432,0.00000000,0.33915335,0.10379483
-5.78389195,0.79107741,0.00047245,0.02351513,0.50979879,0.00000000,0.58053144,0.00000000,0.32124742,0.09631953
-5.77788894,0.74179797,0.00040699,0.02140842,0.48680748,0.00000000,0.54694422,0.00000000,0.30565025,0.08944599
-5.77188594,0.69681870,0.00034828,0.01938314,0.46716651,0.00000000,0.51652487,0.00000000,0.29223812,0.08317506
-5.76588294,0.65603462,0.00029614,0.01745202,0.45060605,0.00000000,0.48916262,0.00000000,0.28084146,0.07749433
-5.75987994,0.61925367,0.00025030,0.01562543,0.43679494,0.00000000,0.46468201,0.00000000,0.27125239,0.07237968
-5.75387694,0.58620891,0.00021046,0.01391141,0.42535391,0.00000000,0.44285270,0.00000000,0.26323300,0.06779699
-5.74787394,0.55657246,0.00017627,0.01231560,0.41586983,0.00000000,0.42340058,0.00000000,0.25652423,0.06370408
-5.74187094,0.52997046,0.00014736,0.01084139,0.40791045,0.00000000,0.40601959,0.00000000,0.25085504,0.06005274
-5.73586793,0.50599878,0.00012342,0.00949000,0.40103906,0.00000000,0.39038414,0.00000000,0.24595147,0.05679079
-5.72986493,0.48423884,0.00010413,0.00826071,0.39482875,0.00000000,0.37616144,0.00000000,0.24154543,0.05386404
-5.72386193,0.46427301,0.00008927,0.00715101,0.38887571,0.00000000,0.36302349,0.00000000,0.23738285,0.05121832
-5.71785893,0.44569912,0.00007869,0.00615692,0.38281112,0.00000000,0.35065829,0.00000000,0.23323104,0.04880115
-5.71185593,0.42814358,0.00007237,0.00527319,0.37631138,0.00000000,0.33877986,0.00000000,0.22888485,0.04656339
-5.70585293,0.41127268,0.00007038,0.00449361,0.36910631,0.00000000,0.32713685,0.00000000,0.22417172,0.04446056
-5.69984992,0.39480187,0.00007300,0.00381129,0.36098510,0.00000000,0.31551939,0.00000000,0.21895522,0.04245389
-5.69384692,0.37850266,0.00008066,0.00321887,0.35179993,0.00000000,0.30376413,0.00000000,0.21313731,0.04051112
-5.68784392,0.36220706,0.00009399,0.00270880,0.34146731,0.00000000,0.29175729,0.00000000,0.20665899,0.03860698
-5.68184092,0.34580968,0.00011389,0.00227355,0.32996701,0.00000000,0.27943582,0.00000000,0.19949968,0.03672342
-5.67583792,0.32926737,0.00014147,0.00190581,0.31733901,0.00000000,0.26678659,0.00000000,0.19167523,0.03484949
-5.66983492,0.31259680,0.00017817,0.00159862,0.30367850,0.00000000,0.25384406,0.00000000,0.18323487,0.03298109
-5.66383192,0.29587005,0.00022570,0.00134551,0.28912939,0.00000000,0.24068633,0.00000000,0.17425719,0.03112041
-5.65782891,0.27920880,0.00028614,0.00114063,0.27387663,0.00000000,0.22743004,0.00000000,0.16484536,0.02927525
-5.65182591,0.26277710,0.00036188,0.00097874,0.25813766,0.00000000,0.21422441,0.00000000,0.15512196,0.02745824
-5.64582291,0.24677353,0.00045568,0.00085533,0.24215353,0.00000000,0.20124457,0.00000000,0.14522351,0.02568586
-5.63981991,0.23142272,0.00057064,0.00076657,0.22617995,0.00000000,0.18868468,0.00000000,0.13529502,0.02397758
-5.63381691,0.21696684,0.00071021,0.00070931,0.21047855,0.00000000,0.17675093,0.00000000,0.12548474,0.02235489
-5.62781391,0.20365718,0.00087812,0.00068107,0.19530887,0.00000000,0.16565477,0.00000000,0.11593930,0.02084036
-5.62181091,0.19174613,0.00107840,0.00067994,0.18092099,0.00000000,0.15560651,0.00000000,0.10679937,0.01945680
-5.61580790,0.18147974,0.00131524,0.00070458,0.16754926,0.00000000,0.14680941,0.00000000,0.09819595,0.01822649
-5.60980490,0.17309092,0.00159295,0.00075407,0.15540700,0.00000000,0.13945440,0.00000000,0.09024735,0.01717044
-5.60380190,0.16679337,0.00191583,0.00082788,0.14468237,0.00000000,0.13371546,0.00000000,0.08305688,0.01630786
-5.59779890,0.16277631,0.00228806,0.00092575,0.13553525,0.00000000,0.12974561,0.00000000,0.07671127,0.01565558
-5.59179590,0.16119998,0.00271356,0.00104758,0.12809524,0.00000000,0.12767362,0.00000000,0.07127974,0.01522772
-5.58579290,0.16219178,0.00319577,0.00119335,0.12246050,0.00000000,0.12760129,0.00000000,0.06681364,0.01503532
-5.57978989,0.16584329,0.00373755,0.00136302,0.11869752,0.00000000,0.12960143,0.00000000,0.06334664,0.01508614
-5.57378689,0.17220793,0.00434098,0.00155641,0.11684157,0.00000000,0.13371633,0.00000000,0.06089541,0.01538452
-5.56778389,0.18129939,0.00500718,0.00177314,0.11689781,0.00000000,0.13995687,0.00000000,0.05946066,0.01593131
-5.56178089,0.19309092,0.00573613,0.00201254,0.11884297,0.00000000,0.14830230,0.00000000,0.05902841,0.01672388
-5.55577789,0.20751546,0.00652660,0.00227360,0.12262754,0.00000000,0.15870063,0.00000000,0.05957164,0.01775624
-5.54977489,0.22446679,0.00737597,0.00255491,0.12817844,0.00000000,0.17106975,0.00000000,0.06105208,0.01901923
-5.54377189,0.24380177,0.00828022,0.00285464,0.13540210,0.00000000,0.18529942,0.00000000,0.06342216,0.02050079
-5.53776888,0.26534382,0.00923386,0.00317057,0.14418804,0.00000000,0.20125404,0.00000000,0.06662712,0.02218633
-5.53176588,0.28888759,0.01023002,0.00350010,0.15441283,0.00000000,0.21877640,0.00000000,0.07060729,0.02405925
-5.52576288,0.31420506,0.01126050,0.00384032,0.16594454,0.00000000,0.23769237,0.00000000,0.07530041,0.02610149
-5.51975988,0.34105286,0.01231594,0.00418811,0.17864748,0.00000000,0.25781648,0.00000000,0.08064410,0.02829425
-5.51375688,0.36918082,0.01338602,0.00454026,0.19238739,0.00000000,0.27895837,0.00000000,0.08657832,0.03061873
-5.50775388,0.39834147,0.01445968,0.00489362,0.20703672,0.00000000,0.30092990,0.00000000,0.09304793,0.03305704
-5.50175088,0.42830035,0.01552547,0.00524525,0.22248015,0.00000000,0.32355287,0.00000000,0.10000510,0.03559306
-5.49574787,0.45884661,0.01657182,0.00559268,0.23861993,0.00000000,0.34666681,0.00000000,0.10741165,0.03821337
-5.48974487,0.48980360,0.01758735,0.00593401,0.25538097,0.00000000,0.37013682,0.00000000,0.11524121,0.04090822
-5.48374187,0.52103884,0.01856124,0.00626819,0.27271541,0.00000000,0.39386086,0.00000000,0.12348098,0.04367228
-5.47773887,0.55247292,0.01948351,0.00659515,0.29060641,0.00000000,0.41777619,0.00000000,0.13213319,0.04650549
-5.47173587,0.58408673,0.02034524,0.00691602,0.30907089,0.00000000,0.44186465,0.00000000,0.14121592,0.04941357
-5.46573287,0.61592656,0.02113884,0.00723320,0.32816105,0.00000000,0.46615621,0.00000000,0.15076336,0.05240846
-5.45972986,0.64810663,0.02185815,0.00755051,0.34796434,0.00000000,0.49073066,0.00000000,0.16082544,0.05550848
-5.45372686,0.68080861,0.02249853,0.00787321,0.36860185,0.00000000,0.51571712,0.00000000,0.17146651,0.05873815
-5.44772386,0.71427801,0.02305686,0.00820798,0.39022492,0.00000000,0.54129111,0.00000000,0.18276348,0.06212786
-5.44172086,0.74881730,0.02353147,0.00856284,0.41301004,0.00000000,0.56766935,0.00000000,0.19480295,0.06571308
-5.43571786,0.78477574,0.02392197,0.00894700,0.43715197,0.00000000,0.59510211,0.00000000,0.20767777,0.06953337
-5.42971486,0.82253637,0.02422913,0.00937065,0.46285542,0.00000000,0.62386345,0.00000000,0.22148287,0.07363108
-5.42371186,0.86250026,0.02445460,0.00984469,0.49032532,0.00000000,0.65423958,0.00000000,0.23631059,0.07804972
-5.41770885,0.90506879,0.02460068,0.01038040,0.51975612,0.00000000,0.68651580,0.00000000,0.25224565,0.08283226
-5.41170585,0.95062450,0.02467006,0.01098904,0.55132048,0.00000000,0.72096240,0.00000000,0.26935998,0.08801914
-5.40570285,0.99951120,0.02466563,0.01168149,0.58515769,0.00000000,0.75782020,0.00000000,0.28770751,0.09364627
-5.39969985,1.05201437,0.02459022,0.01246780,0.62136250,0.00000000,0.79728625,0.00000000,0.30731935,0.09974301
-5.39369685,1.10834239,0.02444652,0.01335680,0.65997454,0.00000000,0.83950036,0.00000000,0.32819939,0.10633022
-5.38769385,1.16860974,0.02423697,0.01435570,0.70096916,0.00000000,0.88453299,0.00000000,0.35032070,0.11341849
-5.38169085,1.23282264,0.02396371,0.01546977,0.74424980,0.00000000,0.93237510,0.00000000,0.37362279,0.12100654
-5.37568784,1.30086815,0.02362869,0.01670205,0.78964263,0.00000000,0.98293048,0.00000000,0.39801003,0.12908004
-5.36968484,1.37250696,0.02323372,0.01805315,0.83689353,0.00000000,1.03601094,0.00000000,0.42335135,0.13761076
-5.36368184,1.44737064,0.02278064,0.01952116,0.88566783,0.00000000,1.09133462,0.00000000,0.44948117,0.14655610
-5.35767884,1.52496340,0.02227156,0.02110166,0.93555292,0.00000000,1.14852762,0.00000000,0.47620174,0.15585927
-5.35167584,1.60466850,0.02170902,0.02278778,0.98606384,0.00000000,1.20712910,0.00000000,0.50328685,0.16544977
-5.34567284,1.68575926,0.02109625,0.02457045,1.03665164,0.00000000,1.26659948,0.00000000,0.53048664,0.17524455
-5.33966983,1.76741430,0.02043737,0.02643870,1.08671457,0.00000000,1.32633189,0.00000000,0.55753358,0.18514954
-5.33366683,1.84873664,0.01973756,0.02838003,1.13561151,0.00000000,1.38566613,0.00000000,0.58414924,0.19506168
-5.32766383,1.92877583,0.01900319,0.03038090,1.18267751,0.00000000,1.44390491,0.00000000,0.61005164,0.20487138
-5.32166083,2.00655245,0.01824188,0.03242717,1.22724068,0.00000000,1.50033167,0.00000000,0.63496292,0.21446518
-5.31565783,2.08108410,0.01746253,0.03450468,1.26864003,0.00000000,1.55422933,0.00000000,0.65861687,0.22372877
-5.30965483,2.15141164,0.01667521,0.03659973,1.30624350,0.00000000,1.60489926,0.00000000,0.68076608,0.23254997
-5.30365183,2.21662490,0.01589103,0.03869956,1.33946546,0.00000000,1.65167969,0.00000000,0.70118842,0.24082187
-5.29764882,2.27588669,0.01512193,0.04079278,1.36778313,0.00000000,1.69396284,0.00000000,0.71969238,0.24844568
-5.29164582,2.32845421,0.01438042,0.04286973,1.39075115,0.00000000,1.73121011,0.00000000,0.73612121,0.25533349
