energy_ev,total_up,As_p_up,As_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,8.82181119,0.33777386,0.00000000,3.12750793,4.43504431,3.77328310,0.00000000
-5.99399700,8.63806788,0.32922693,0.00000000,3.07226748,4.34235031,3.70153588,0.00000000
-5.98799400,8.43344180,0.31969074,0.00000000,3.00591606,4.24209179,3.61858173,0.00000000
-5.98199100,8.20979572,0.30927252,0.00000000,2.92907374,4.13514882,3.52513295,0.00000000
-5.97598799,7.96901528,0.29808259,0.00000000,2.84247495,4.02232652,3.42198643,0.00000000
-5.96998499,7.71299255,0.28623296,0.00000000,2.74696064,3.90435017,3.31001706,0.00000000
-5.96398199,7.44361280,0.27383606,0.00000000,2.64346782,3.78186530,3.19016938,0.00000000
-5.95797899,7.16274399,0.26100362,0.00000000,2.53301636,3.65544221,3.06344753,0.00000000
-5.95197599,6.87222852,0.24784559,0.00000000,2.41669314,3.52558422,2.93090331,0.00000000
-5.94597299,6.57387678,0.23446917,0.00000000,2.29563423,3.39273910,2.79362277,0.00000000
-5.93996998,6.26946201,0.22097789,0.00000000,2.17100521,3.25731250,2.65271157,0.00000000
-5.93396698,5.96071602,0.20747076,0.00000000,2.04398062,3.11968278,2.50927951,0.00000000
-5.92796398,5.64932553,0.19404150,0.00000000,1.91572296,2.98021601,2.36442488,0.00000000
-5.92196098,5.33692860,0.18077773,0.00000000,1.78736222,2.83928046,2.21921887,0.00000000
-5.91595798,5.02511093,0.16776039,0.00000000,1.65997643,2.69725953,2.07469093,0.00000000
-5.90995498,4.71540177,0.15506310,0.00000000,1.53457411,2.55456240,1.93181514,0.00000000
-5.90395198,4.40926922,0.14275171,0.00000000,1.41207905,2.41163191,1.79149832,0.00000000
-5.89794897,4.10811474,0.13088393,0.00000000,1.29331789,2.26894908,1.65456997,0.00000000
-5.89194597,3.81326682,0.11950910,0.00000000,1.17901089,2.12703406,1.52177429,0.00000000
-5.88594297,3.52597389,0.10866804,0.00000000,1.06976585,1.98644363,1.39376452,0.00000000
-5.87993997,3.24739644,0.09839313,0.00000000,0.96607535,1.84776522,1.27109931,0.00000000
-5.87393697,2.97859882,0.08870841,0.00000000,0.86831710,1.71160800,1.15424135,0.00000000
-5.86793397,2.72054082,0.07962991,0.00000000,0.77675711,1.57859155,1.04355797,0.00000000
-5.86193097,2.47406956,0.07116602,0.00000000,0.69155538,1.44933276,0.93932350,0.00000000
-5.85592796,2.23991219,0.06331798,0.00000000,0.61277362,1.32443186,0.84172326,0.00000000
-5.84992496,2.01866983,0.05608051,0.00000000,0.54038471,1.20445832,0.75085892,0.00000000
-5.84392196,1.81081333,0.04944243,0.00000000,0.47428321,1.08993746,0.66675497,0.00000000
-5.83791896,1.61668127,0.04338734,0.00000000,0.41429666,0.98133859,0.58936609,0.00000000
-5.83191596,1.43648056,0.03789443,0.00000000,0.36019717,0.87906527,0.51858529,0.00000000
-5.82591296,1.27029007,0.03293915,0.00000000,0.31171299,0.78344826,0.45425243,0.00000000
-5.81990995,1.11806717,0.02849396,0.00000000,0.26853966,0.69474143,0.39616322,0.00000000
-5.81390695,0.97965738,0.02452912,0.00000000,0.23035059,0.61312095,0.34407822,0.00000000
-5.80790395,0.85480678,0.02101327,0.00000000,0.19680681,0.53868746,0.29773195,0.00000000
-5.80190095,0.74317700,0.01791419,0.00000000,0.16756578,0.47147139,0.25684175,0.00000000
-5.79589795,0.64436204,0.01519931,0.00000000,0.14228911,0.41144064,0.22111636,0.00000000
-5.78989495,0.55790656,0.01283627,0.00000000,0.12064930,0.35851050,0.19026400,0.00000000
-5.78389195,0.48332474,0.01079342,0.00000000,0.10233521,0.31255496,0.16399981,0.00000000
-5.77788894,0.42011901,0.00904019,0.00000000,0.08705651,0.27341879,0.14205248,0.00000000
-5.77188594,0.36779775,0.00754744,0.00000000,0.07454706,0.24092983,0.12416997,0.00000000
-5.76588294,0.32589133,0.00628772,0.00000000,0.06456712,0.21491052,0.11012407,0.00000000
-5.75987994,0.29396556,0.00523549,0.00000000,0.05690470,0.19518829,0.09971377,0.00000000
